dataset,split_id,sample_id,relative_path,label,subset,split_seed
organamnist,split_04,organamnist_12556,train/organamnist/train12556_6.png,6,train,1004
organamnist,split_04,organamnist_13330,train/organamnist/train13330_5.png,5,train,1004
organamnist,split_04,organamnist_42349,test/organamnist/test1297_8.png,8,train,1004
organamnist,split_04,organamnist_43372,test/organamnist/test2320_7.png,7,train,1004
organamnist,split_04,organamnist_39275,val/organamnist/val4714_1.png,1,train,1004
organamnist,split_04,organamnist_41517,test/organamnist/test465_8.png,8,train,1004
organamnist,split_04,organamnist_7448,train/organamnist/train7448_4.png,4,train,1004
organamnist,split_04,organamnist_30808,train/organamnist/train30808_8.png,8,train,1004
organamnist,split_04,organamnist_39040,val/organamnist/val4479_6.png,6,train,1004
organamnist,split_04,organamnist_3050,train/organamnist/train3050_10.png,10,train,1004
organamnist,split_04,organamnist_7334,train/organamnist/train7334_5.png,5,train,1004
organamnist,split_04,organamnist_40290,val/organamnist/val5729_10.png,10,train,1004
organamnist,split_04,organamnist_6457,train/organamnist/train6457_2.png,2,train,1004
organamnist,split_04,organamnist_48385,test/organamnist/test7333_6.png,6,train,1004
organamnist,split_04,organamnist_34187,train/organamnist/train34187_3.png,3,train,1004
organamnist,split_04,organamnist_56246,test/organamnist/test15194_0.png,0,train,1004
organamnist,split_04,organamnist_51035,test/organamnist/test9983_8.png,8,train,1004
organamnist,split_04,organamnist_55875,test/organamnist/test14823_6.png,6,train,1004
organamnist,split_04,organamnist_40131,val/organamnist/val5570_7.png,7,train,1004
organamnist,split_04,organamnist_52284,test/organamnist/test11232_8.png,8,train,1004
organamnist,split_04,organamnist_54177,test/organamnist/test13125_6.png,6,train,1004
organamnist,split_04,organamnist_16031,train/organamnist/train16031_4.png,4,train,1004
organamnist,split_04,organamnist_34348,train/organamnist/train34348_9.png,9,train,1004
organamnist,split_04,organamnist_21300,train/organamnist/train21300_10.png,10,train,1004
organamnist,split_04,organamnist_10943,train/organamnist/train10943_7.png,7,train,1004
organamnist,split_04,organamnist_5322,train/organamnist/train5322_2.png,2,train,1004
organamnist,split_04,organamnist_15284,train/organamnist/train15284_9.png,9,train,1004
organamnist,split_04,organamnist_38337,val/organamnist/val3776_10.png,10,train,1004
organamnist,split_04,organamnist_27813,train/organamnist/train27813_0.png,0,train,1004
organamnist,split_04,organamnist_45881,test/organamnist/test4829_9.png,9,train,1004
organamnist,split_04,organamnist_4310,train/organamnist/train4310_10.png,10,train,1004
organamnist,split_04,organamnist_21940,train/organamnist/train21940_10.png,10,train,1004
organamnist,split_04,organamnist_49980,test/organamnist/test8928_6.png,6,train,1004
organamnist,split_04,organamnist_22745,train/organamnist/train22745_7.png,7,train,1004
organamnist,split_04,organamnist_10225,train/organamnist/train10225_7.png,7,train,1004
organamnist,split_04,organamnist_48937,test/organamnist/test7885_5.png,5,train,1004
organamnist,split_04,organamnist_31107,train/organamnist/train31107_0.png,0,train,1004
organamnist,split_04,organamnist_57768,test/organamnist/test16716_2.png,2,train,1004
organamnist,split_04,organamnist_29792,train/organamnist/train29792_2.png,2,train,1004
organamnist,split_04,organamnist_7025,train/organamnist/train7025_2.png,2,train,1004
organamnist,split_04,organamnist_27839,train/organamnist/train27839_7.png,7,train,1004
organamnist,split_04,organamnist_51244,test/organamnist/test10192_8.png,8,train,1004
organamnist,split_04,organamnist_51722,test/organamnist/test10670_10.png,10,train,1004
organamnist,split_04,organamnist_41282,test/organamnist/test230_2.png,2,train,1004
organamnist,split_04,organamnist_7661,train/organamnist/train7661_10.png,10,train,1004
organamnist,split_04,organamnist_57353,test/organamnist/test16301_7.png,7,train,1004
organamnist,split_04,organamnist_53480,test/organamnist/test12428_0.png,0,train,1004
organamnist,split_04,organamnist_35895,val/organamnist/val1334_7.png,7,train,1004
organamnist,split_04,organamnist_36992,val/organamnist/val2431_8.png,8,train,1004
organamnist,split_04,organamnist_45075,test/organamnist/test4023_9.png,9,train,1004
organamnist,split_04,organamnist_9230,train/organamnist/train9230_4.png,4,train,1004
organamnist,split_04,organamnist_28384,train/organamnist/train28384_5.png,5,train,1004
organamnist,split_04,organamnist_44747,test/organamnist/test3695_1.png,1,train,1004
organamnist,split_04,organamnist_40019,val/organamnist/val5458_8.png,8,train,1004
organamnist,split_04,organamnist_8962,train/organamnist/train8962_9.png,9,train,1004
organamnist,split_04,organamnist_26301,train/organamnist/train26301_1.png,1,train,1004
organamnist,split_04,organamnist_27662,train/organamnist/train27662_8.png,8,train,1004
organamnist,split_04,organamnist_53805,test/organamnist/test12753_4.png,4,train,1004
organamnist,split_04,organamnist_28353,train/organamnist/train28353_8.png,8,train,1004
organamnist,split_04,organamnist_52961,test/organamnist/test11909_8.png,8,train,1004
organamnist,split_04,organamnist_1507,train/organamnist/train1507_10.png,10,train,1004
organamnist,split_04,organamnist_57918,test/organamnist/test16866_2.png,2,train,1004
organamnist,split_04,organamnist_56294,test/organamnist/test15242_8.png,8,train,1004
organamnist,split_04,organamnist_57413,test/organamnist/test16361_0.png,0,train,1004
organamnist,split_04,organamnist_38228,val/organamnist/val3667_6.png,6,train,1004
organamnist,split_04,organamnist_9012,train/organamnist/train9012_5.png,5,train,1004
organamnist,split_04,organamnist_58513,test/organamnist/test17461_7.png,7,train,1004
organamnist,split_04,organamnist_40776,val/organamnist/val6215_8.png,8,train,1004
organamnist,split_04,organamnist_10872,train/organamnist/train10872_4.png,4,train,1004
organamnist,split_04,organamnist_53768,test/organamnist/test12716_8.png,8,train,1004
organamnist,split_04,organamnist_43420,test/organamnist/test2368_9.png,9,train,1004
organamnist,split_04,organamnist_5796,train/organamnist/train5796_9.png,9,train,1004
organamnist,split_04,organamnist_56048,test/organamnist/test14996_10.png,10,train,1004
organamnist,split_04,organamnist_2180,train/organamnist/train2180_10.png,10,train,1004
organamnist,split_04,organamnist_44063,test/organamnist/test3011_6.png,6,train,1004
organamnist,split_04,organamnist_10478,train/organamnist/train10478_6.png,6,train,1004
organamnist,split_04,organamnist_9664,train/organamnist/train9664_2.png,2,train,1004
organamnist,split_04,organamnist_21055,train/organamnist/train21055_9.png,9,train,1004
organamnist,split_04,organamnist_17664,train/organamnist/train17664_4.png,4,train,1004
organamnist,split_04,organamnist_32148,train/organamnist/train32148_10.png,10,train,1004
organamnist,split_04,organamnist_15057,train/organamnist/train15057_7.png,7,train,1004
organamnist,split_04,organamnist_44302,test/organamnist/test3250_6.png,6,train,1004
organamnist,split_04,organamnist_34352,train/organamnist/train34352_6.png,6,train,1004
organamnist,split_04,organamnist_7380,train/organamnist/train7380_10.png,10,train,1004
organamnist,split_04,organamnist_43627,test/organamnist/test2575_1.png,1,train,1004
organamnist,split_04,organamnist_17652,train/organamnist/train17652_7.png,7,train,1004
organamnist,split_04,organamnist_31972,train/organamnist/train31972_6.png,6,train,1004
organamnist,split_04,organamnist_41642,test/organamnist/test590_0.png,0,train,1004
organamnist,split_04,organamnist_55255,test/organamnist/test14203_9.png,9,train,1004
organamnist,split_04,organamnist_8282,train/organamnist/train8282_1.png,1,train,1004
organamnist,split_04,organamnist_5227,train/organamnist/train5227_6.png,6,train,1004
organamnist,split_04,organamnist_45376,test/organamnist/test4324_0.png,0,train,1004
organamnist,split_04,organamnist_23765,train/organamnist/train23765_5.png,5,train,1004
organamnist,split_04,organamnist_53107,test/organamnist/test12055_10.png,10,train,1004
organamnist,split_04,organamnist_57528,test/organamnist/test16476_9.png,9,train,1004
organamnist,split_04,organamnist_52716,test/organamnist/test11664_6.png,6,train,1004
organamnist,split_04,organamnist_48482,test/organamnist/test7430_6.png,6,train,1004
organamnist,split_04,organamnist_18112,train/organamnist/train18112_0.png,0,train,1004
organamnist,split_04,organamnist_24098,train/organamnist/train24098_6.png,6,train,1004
organamnist,split_04,organamnist_34374,train/organamnist/train34374_1.png,1,train,1004
organamnist,split_04,organamnist_16088,train/organamnist/train16088_7.png,7,train,1004
organamnist,split_04,organamnist_26599,train/organamnist/train26599_6.png,6,train,1004
organamnist,split_04,organamnist_15472,train/organamnist/train15472_9.png,9,train,1004
organamnist,split_04,organamnist_906,train/organamnist/train906_9.png,9,train,1004
organamnist,split_04,organamnist_6679,train/organamnist/train6679_6.png,6,train,1004
organamnist,split_04,organamnist_22871,train/organamnist/train22871_4.png,4,train,1004
organamnist,split_04,organamnist_17914,train/organamnist/train17914_10.png,10,train,1004
organamnist,split_04,organamnist_57196,test/organamnist/test16144_7.png,7,train,1004
organamnist,split_04,organamnist_17265,train/organamnist/train17265_8.png,8,train,1004
organamnist,split_04,organamnist_24851,train/organamnist/train24851_6.png,6,train,1004
organamnist,split_04,organamnist_43554,test/organamnist/test2502_6.png,6,train,1004
organamnist,split_04,organamnist_44988,test/organamnist/test3936_8.png,8,train,1004
organamnist,split_04,organamnist_55471,test/organamnist/test14419_7.png,7,train,1004
organamnist,split_04,organamnist_12216,train/organamnist/train12216_7.png,7,train,1004
organamnist,split_04,organamnist_22886,train/organamnist/train22886_4.png,4,train,1004
organamnist,split_04,organamnist_1231,train/organamnist/train1231_10.png,10,train,1004
organamnist,split_04,organamnist_53456,test/organamnist/test12404_6.png,6,train,1004
organamnist,split_04,organamnist_16650,train/organamnist/train16650_0.png,0,train,1004
organamnist,split_04,organamnist_24594,train/organamnist/train24594_6.png,6,train,1004
organamnist,split_04,organamnist_2877,train/organamnist/train2877_5.png,5,train,1004
organamnist,split_04,organamnist_26678,train/organamnist/train26678_7.png,7,train,1004
organamnist,split_04,organamnist_3267,train/organamnist/train3267_9.png,9,train,1004
organamnist,split_04,organamnist_56881,test/organamnist/test15829_8.png,8,train,1004
organamnist,split_04,organamnist_51692,test/organamnist/test10640_5.png,5,train,1004
organamnist,split_04,organamnist_47585,test/organamnist/test6533_8.png,8,train,1004
organamnist,split_04,organamnist_51792,test/organamnist/test10740_2.png,2,train,1004
organamnist,split_04,organamnist_55984,test/organamnist/test14932_6.png,6,train,1004
organamnist,split_04,organamnist_44223,test/organamnist/test3171_6.png,6,train,1004
organamnist,split_04,organamnist_30730,train/organamnist/train30730_8.png,8,train,1004
organamnist,split_04,organamnist_22427,train/organamnist/train22427_10.png,10,train,1004
organamnist,split_04,organamnist_36627,val/organamnist/val2066_7.png,7,train,1004
organamnist,split_04,organamnist_24135,train/organamnist/train24135_6.png,6,train,1004
organamnist,split_04,organamnist_58425,test/organamnist/test17373_5.png,5,train,1004
organamnist,split_04,organamnist_14501,train/organamnist/train14501_8.png,8,train,1004
organamnist,split_04,organamnist_16441,train/organamnist/train16441_8.png,8,train,1004
organamnist,split_04,organamnist_45769,test/organamnist/test4717_7.png,7,train,1004
organamnist,split_04,organamnist_48450,test/organamnist/test7398_5.png,5,train,1004
organamnist,split_04,organamnist_46249,test/organamnist/test5197_7.png,7,train,1004
organamnist,split_04,organamnist_51059,test/organamnist/test10007_1.png,1,train,1004
organamnist,split_04,organamnist_30829,train/organamnist/train30829_10.png,10,train,1004
organamnist,split_04,organamnist_21144,train/organamnist/train21144_3.png,3,train,1004
organamnist,split_04,organamnist_19120,train/organamnist/train19120_6.png,6,train,1004
organamnist,split_04,organamnist_45384,test/organamnist/test4332_6.png,6,train,1004
organamnist,split_04,organamnist_2182,train/organamnist/train2182_2.png,2,train,1004
organamnist,split_04,organamnist_5530,train/organamnist/train5530_6.png,6,train,1004
organamnist,split_04,organamnist_21307,train/organamnist/train21307_7.png,7,train,1004
organamnist,split_04,organamnist_21810,train/organamnist/train21810_3.png,3,train,1004
organamnist,split_04,organamnist_12992,train/organamnist/train12992_10.png,10,train,1004
organamnist,split_04,organamnist_42837,test/organamnist/test1785_10.png,10,train,1004
organamnist,split_04,organamnist_6562,train/organamnist/train6562_5.png,5,train,1004
organamnist,split_04,organamnist_14662,train/organamnist/train14662_10.png,10,train,1004
organamnist,split_04,organamnist_10067,train/organamnist/train10067_6.png,6,train,1004
organamnist,split_04,organamnist_48216,test/organamnist/test7164_4.png,4,train,1004
organamnist,split_04,organamnist_32623,train/organamnist/train32623_8.png,8,train,1004
organamnist,split_04,organamnist_26873,train/organamnist/train26873_7.png,7,train,1004
organamnist,split_04,organamnist_49095,test/organamnist/test8043_5.png,5,train,1004
organamnist,split_04,organamnist_23145,train/organamnist/train23145_5.png,5,train,1004
organamnist,split_04,organamnist_55475,test/organamnist/test14423_9.png,9,train,1004
organamnist,split_04,organamnist_29660,train/organamnist/train29660_5.png,5,train,1004
organamnist,split_04,organamnist_22556,train/organamnist/train22556_6.png,6,train,1004
organamnist,split_04,organamnist_12161,train/organamnist/train12161_10.png,10,train,1004
organamnist,split_04,organamnist_40649,val/organamnist/val6088_8.png,8,train,1004
organamnist,split_04,organamnist_21494,train/organamnist/train21494_0.png,0,train,1004
organamnist,split_04,organamnist_48921,test/organamnist/test7869_6.png,6,train,1004
organamnist,split_04,organamnist_1433,train/organamnist/train1433_7.png,7,train,1004
organamnist,split_04,organamnist_4461,train/organamnist/train4461_4.png,4,train,1004
organamnist,split_04,organamnist_1928,train/organamnist/train1928_4.png,4,train,1004
organamnist,split_04,organamnist_16979,train/organamnist/train16979_7.png,7,train,1004
organamnist,split_04,organamnist_54688,test/organamnist/test13636_6.png,6,train,1004
organamnist,split_04,organamnist_12575,train/organamnist/train12575_8.png,8,train,1004
organamnist,split_04,organamnist_6358,train/organamnist/train6358_7.png,7,train,1004
organamnist,split_04,organamnist_52074,test/organamnist/test11022_5.png,5,train,1004
organamnist,split_04,organamnist_41585,test/organamnist/test533_3.png,3,train,1004
organamnist,split_04,organamnist_8265,train/organamnist/train8265_4.png,4,train,1004
organamnist,split_04,organamnist_41986,test/organamnist/test934_10.png,10,train,1004
organamnist,split_04,organamnist_24867,train/organamnist/train24867_10.png,10,train,1004
organamnist,split_04,organamnist_6812,train/organamnist/train6812_8.png,8,train,1004
organamnist,split_04,organamnist_57480,test/organamnist/test16428_5.png,5,train,1004
organamnist,split_04,organamnist_49566,test/organamnist/test8514_2.png,2,train,1004
organamnist,split_04,organamnist_48673,test/organamnist/test7621_3.png,3,train,1004
organamnist,split_04,organamnist_52317,test/organamnist/test11265_5.png,5,train,1004
organamnist,split_04,organamnist_21975,train/organamnist/train21975_1.png,1,train,1004
organamnist,split_04,organamnist_40029,val/organamnist/val5468_4.png,4,train,1004
organamnist,split_04,organamnist_10787,train/organamnist/train10787_7.png,7,train,1004
organamnist,split_04,organamnist_10534,train/organamnist/train10534_2.png,2,train,1004
organamnist,split_04,organamnist_49730,test/organamnist/test8678_10.png,10,train,1004
organamnist,split_04,organamnist_55379,test/organamnist/test14327_7.png,7,train,1004
organamnist,split_04,organamnist_17239,train/organamnist/train17239_6.png,6,train,1004
organamnist,split_04,organamnist_56694,test/organamnist/test15642_8.png,8,train,1004
organamnist,split_04,organamnist_45780,test/organamnist/test4728_9.png,9,train,1004
organamnist,split_04,organamnist_35510,val/organamnist/val949_8.png,8,train,1004
organamnist,split_04,organamnist_28285,train/organamnist/train28285_5.png,5,train,1004
organamnist,split_04,organamnist_52852,test/organamnist/test11800_5.png,5,train,1004
organamnist,split_04,organamnist_33064,train/organamnist/train33064_7.png,7,train,1004
organamnist,split_04,organamnist_19716,train/organamnist/train19716_8.png,8,train,1004
organamnist,split_04,organamnist_48286,test/organamnist/test7234_6.png,6,train,1004
organamnist,split_04,organamnist_55258,test/organamnist/test14206_0.png,0,train,1004
organamnist,split_04,organamnist_47416,test/organamnist/test6364_2.png,2,train,1004
organamnist,split_04,organamnist_12029,train/organamnist/train12029_10.png,10,train,1004
organamnist,split_04,organamnist_12645,train/organamnist/train12645_9.png,9,train,1004
organamnist,split_04,organamnist_35942,val/organamnist/val1381_7.png,7,train,1004
organamnist,split_04,organamnist_14237,train/organamnist/train14237_5.png,5,train,1004
organamnist,split_04,organamnist_3907,train/organamnist/train3907_0.png,0,train,1004
organamnist,split_04,organamnist_22855,train/organamnist/train22855_4.png,4,train,1004
organamnist,split_04,organamnist_7732,train/organamnist/train7732_8.png,8,train,1004
organamnist,split_04,organamnist_7979,train/organamnist/train7979_8.png,8,train,1004
organamnist,split_04,organamnist_41483,test/organamnist/test431_7.png,7,train,1004
organamnist,split_04,organamnist_55499,test/organamnist/test14447_4.png,4,train,1004
organamnist,split_04,organamnist_26457,train/organamnist/train26457_5.png,5,train,1004
organamnist,split_04,organamnist_58142,test/organamnist/test17090_7.png,7,train,1004
organamnist,split_04,organamnist_19614,train/organamnist/train19614_6.png,6,train,1004
organamnist,split_04,organamnist_13566,train/organamnist/train13566_8.png,8,train,1004
organamnist,split_04,organamnist_31260,train/organamnist/train31260_10.png,10,train,1004
organamnist,split_04,organamnist_16407,train/organamnist/train16407_10.png,10,train,1004
organamnist,split_04,organamnist_4376,train/organamnist/train4376_5.png,5,train,1004
organamnist,split_04,organamnist_36221,val/organamnist/val1660_8.png,8,train,1004
organamnist,split_04,organamnist_40989,val/organamnist/val6428_2.png,2,train,1004
organamnist,split_04,organamnist_9652,train/organamnist/train9652_10.png,10,train,1004
organamnist,split_04,organamnist_10454,train/organamnist/train10454_7.png,7,train,1004
organamnist,split_04,organamnist_19430,train/organamnist/train19430_7.png,7,train,1004
organamnist,split_04,organamnist_8783,train/organamnist/train8783_6.png,6,train,1004
organamnist,split_04,organamnist_12505,train/organamnist/train12505_8.png,8,train,1004
organamnist,split_04,organamnist_26446,train/organamnist/train26446_6.png,6,train,1004
organamnist,split_04,organamnist_5604,train/organamnist/train5604_5.png,5,train,1004
organamnist,split_04,organamnist_40879,val/organamnist/val6318_4.png,4,train,1004
organamnist,split_04,organamnist_10679,train/organamnist/train10679_6.png,6,train,1004
organamnist,split_04,organamnist_56522,test/organamnist/test15470_5.png,5,train,1004
organamnist,split_04,organamnist_12969,train/organamnist/train12969_9.png,9,train,1004
organamnist,split_04,organamnist_40392,val/organamnist/val5831_5.png,5,train,1004
organamnist,split_04,organamnist_44738,test/organamnist/test3686_1.png,1,train,1004
organamnist,split_04,organamnist_21441,train/organamnist/train21441_6.png,6,train,1004
organamnist,split_04,organamnist_44603,test/organamnist/test3551_7.png,7,train,1004
organamnist,split_04,organamnist_26855,train/organamnist/train26855_6.png,6,train,1004
organamnist,split_04,organamnist_20248,train/organamnist/train20248_9.png,9,train,1004
organamnist,split_04,organamnist_40835,val/organamnist/val6274_6.png,6,train,1004
organamnist,split_04,organamnist_11930,train/organamnist/train11930_4.png,4,train,1004
organamnist,split_04,organamnist_640,train/organamnist/train640_8.png,8,train,1004
organamnist,split_04,organamnist_51650,test/organamnist/test10598_8.png,8,train,1004
organamnist,split_04,organamnist_3455,train/organamnist/train3455_6.png,6,train,1004
organamnist,split_04,organamnist_33052,train/organamnist/train33052_4.png,4,train,1004
organamnist,split_04,organamnist_32533,train/organamnist/train32533_6.png,6,train,1004
organamnist,split_04,organamnist_43332,test/organamnist/test2280_10.png,10,train,1004
organamnist,split_04,organamnist_47408,test/organamnist/test6356_2.png,2,train,1004
organamnist,split_04,organamnist_49207,test/organamnist/test8155_6.png,6,train,1004
organamnist,split_04,organamnist_41489,test/organamnist/test437_7.png,7,train,1004
organamnist,split_04,organamnist_26822,train/organamnist/train26822_8.png,8,train,1004
organamnist,split_04,organamnist_6653,train/organamnist/train6653_7.png,7,train,1004
organamnist,split_04,organamnist_30573,train/organamnist/train30573_9.png,9,train,1004
organamnist,split_04,organamnist_10815,train/organamnist/train10815_6.png,6,train,1004
organamnist,split_04,organamnist_15177,train/organamnist/train15177_5.png,5,train,1004
organamnist,split_04,organamnist_25682,train/organamnist/train25682_8.png,8,train,1004
organamnist,split_04,organamnist_21567,train/organamnist/train21567_6.png,6,train,1004
organamnist,split_04,organamnist_12538,train/organamnist/train12538_4.png,4,train,1004
organamnist,split_04,organamnist_9990,train/organamnist/train9990_7.png,7,train,1004
organamnist,split_04,organamnist_2839,train/organamnist/train2839_4.png,4,train,1004
