dataset,split_id,sample_id,relative_path,label,subset,split_seed
sipakmed,split_03,sipakmed_2550,im_Parabasal/CROPPED/015_02.bmp,0,train,1003
sipakmed,split_03,sipakmed_1425,im_Koilocytotic/CROPPED/140_02.bmp,2,train,1003
sipakmed,split_03,sipakmed_2027,im_Metaplastic/CROPPED/126_02.bmp,4,train,1003
sipakmed,split_03,sipakmed_985,im_Koilocytotic/CROPPED/070_02.bmp,2,train,1003
sipakmed,split_03,sipakmed_3914,im_Superficial-Intermediate/CROPPED/106_13.bmp,1,train,1003
sipakmed,split_03,sipakmed_763,im_Dyskeratotic/CROPPED/213_01.bmp,3,train,1003
sipakmed,split_03,sipakmed_3725,im_Superficial-Intermediate/CROPPED/075_02.bmp,1,train,1003
sipakmed,split_03,sipakmed_3027,im_Parabasal/CROPPED/086_01.bmp,0,train,1003
sipakmed,split_03,sipakmed_3569,im_Superficial-Intermediate/CROPPED/053_03.bmp,1,train,1003
sipakmed,split_03,sipakmed_168,im_Dyskeratotic/CROPPED/031_08.bmp,3,train,1003
sipakmed,split_03,sipakmed_3039,im_Parabasal/CROPPED/088_01.bmp,0,train,1003
sipakmed,split_03,sipakmed_1033,im_Koilocytotic/CROPPED/085_02.bmp,2,train,1003
sipakmed,split_03,sipakmed_1320,im_Koilocytotic/CROPPED/122_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_3319,im_Superficial-Intermediate/CROPPED/014_04.bmp,1,train,1003
sipakmed,split_03,sipakmed_823,im_Koilocytotic/CROPPED/007_03.bmp,2,train,1003
sipakmed,split_03,sipakmed_1283,im_Koilocytotic/CROPPED/117_03.bmp,2,train,1003
sipakmed,split_03,sipakmed_1383,im_Koilocytotic/CROPPED/130_08.bmp,2,train,1003
sipakmed,split_03,sipakmed_3607,im_Superficial-Intermediate/CROPPED/058_04.bmp,1,train,1003
sipakmed,split_03,sipakmed_3646,im_Superficial-Intermediate/CROPPED/063_05.bmp,1,train,1003
sipakmed,split_03,sipakmed_1079,im_Koilocytotic/CROPPED/090_06.bmp,2,train,1003
sipakmed,split_03,sipakmed_162,im_Dyskeratotic/CROPPED/031_02.bmp,3,train,1003
sipakmed,split_03,sipakmed_3130,im_Parabasal/CROPPED/097_12.bmp,0,train,1003
sipakmed,split_03,sipakmed_1001,im_Koilocytotic/CROPPED/077_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_1739,im_Metaplastic/CROPPED/025_11.bmp,4,train,1003
sipakmed,split_03,sipakmed_19,im_Dyskeratotic/CROPPED/003_05.bmp,3,train,1003
sipakmed,split_03,sipakmed_3865,im_Superficial-Intermediate/CROPPED/100_03.bmp,1,train,1003
sipakmed,split_03,sipakmed_2756,im_Parabasal/CROPPED/047_04.bmp,0,train,1003
sipakmed,split_03,sipakmed_457,im_Dyskeratotic/CROPPED/107_01.bmp,3,train,1003
sipakmed,split_03,sipakmed_2681,im_Parabasal/CROPPED/034_06.bmp,0,train,1003
sipakmed,split_03,sipakmed_3046,im_Parabasal/CROPPED/089_07.bmp,0,train,1003
sipakmed,split_03,sipakmed_2035,im_Metaplastic/CROPPED/132_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_485,im_Dyskeratotic/CROPPED/113_04.bmp,3,train,1003
sipakmed,split_03,sipakmed_444,im_Dyskeratotic/CROPPED/104_03.bmp,3,train,1003
sipakmed,split_03,sipakmed_3617,im_Superficial-Intermediate/CROPPED/059_07.bmp,1,train,1003
sipakmed,split_03,sipakmed_3626,im_Superficial-Intermediate/CROPPED/061_02.bmp,1,train,1003
sipakmed,split_03,sipakmed_577,im_Dyskeratotic/CROPPED/141_07.bmp,3,train,1003
sipakmed,split_03,sipakmed_292,im_Dyskeratotic/CROPPED/067_06.bmp,3,train,1003
sipakmed,split_03,sipakmed_1232,im_Koilocytotic/CROPPED/108_11.bmp,2,train,1003
sipakmed,split_03,sipakmed_3223,im_Superficial-Intermediate/CROPPED/002_01.bmp,1,train,1003
sipakmed,split_03,sipakmed_2233,im_Metaplastic/CROPPED/204_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_2148,im_Metaplastic/CROPPED/171_03.bmp,4,train,1003
sipakmed,split_03,sipakmed_314,im_Dyskeratotic/CROPPED/069_03.bmp,3,train,1003
sipakmed,split_03,sipakmed_4012,im_Superficial-Intermediate/CROPPED/122_01.bmp,1,train,1003
sipakmed,split_03,sipakmed_18,im_Dyskeratotic/CROPPED/003_04.bmp,3,train,1003
sipakmed,split_03,sipakmed_3010,im_Parabasal/CROPPED/081_04.bmp,0,train,1003
sipakmed,split_03,sipakmed_3301,im_Superficial-Intermediate/CROPPED/010_10.bmp,1,train,1003
sipakmed,split_03,sipakmed_1699,im_Metaplastic/CROPPED/016_04.bmp,4,train,1003
sipakmed,split_03,sipakmed_666,im_Dyskeratotic/CROPPED/169_01.bmp,3,train,1003
sipakmed,split_03,sipakmed_3538,im_Superficial-Intermediate/CROPPED/047_01.bmp,1,train,1003
sipakmed,split_03,sipakmed_179,im_Dyskeratotic/CROPPED/036_02.bmp,3,train,1003
sipakmed,split_03,sipakmed_1609,im_Koilocytotic/CROPPED/220_02.bmp,2,train,1003
sipakmed,split_03,sipakmed_137,im_Dyskeratotic/CROPPED/024_08.bmp,3,train,1003
sipakmed,split_03,sipakmed_4046,im_Superficial-Intermediate/CROPPED/126_05.bmp,1,train,1003
sipakmed,split_03,sipakmed_3684,im_Superficial-Intermediate/CROPPED/068_06.bmp,1,train,1003
sipakmed,split_03,sipakmed_1570,im_Koilocytotic/CROPPED/192_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_3691,im_Superficial-Intermediate/CROPPED/069_04.bmp,1,train,1003
sipakmed,split_03,sipakmed_1509,im_Koilocytotic/CROPPED/157_06.bmp,2,train,1003
sipakmed,split_03,sipakmed_2996,im_Parabasal/CROPPED/078_05.bmp,0,train,1003
sipakmed,split_03,sipakmed_2094,im_Metaplastic/CROPPED/149_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_816,im_Koilocytotic/CROPPED/004_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_2290,im_Metaplastic/CROPPED/223_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_2177,im_Metaplastic/CROPPED/187_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_2783,im_Parabasal/CROPPED/049_12.bmp,0,train,1003
sipakmed,split_03,sipakmed_815,im_Koilocytotic/CROPPED/003_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_1846,im_Metaplastic/CROPPED/072_13.bmp,4,train,1003
sipakmed,split_03,sipakmed_2198,im_Metaplastic/CROPPED/197_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_1264,im_Koilocytotic/CROPPED/114_02.bmp,2,train,1003
sipakmed,split_03,sipakmed_3090,im_Parabasal/CROPPED/094_07.bmp,0,train,1003
sipakmed,split_03,sipakmed_3973,im_Superficial-Intermediate/CROPPED/116_04.bmp,1,train,1003
sipakmed,split_03,sipakmed_1630,im_Koilocytotic/CROPPED/233_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_4039,im_Superficial-Intermediate/CROPPED/125_03.bmp,1,train,1003
sipakmed,split_03,sipakmed_2577,im_Parabasal/CROPPED/019_03.bmp,0,train,1003
sipakmed,split_03,sipakmed_502,im_Dyskeratotic/CROPPED/115_02.bmp,3,train,1003
sipakmed,split_03,sipakmed_2930,im_Parabasal/CROPPED/070_03.bmp,0,train,1003
sipakmed,split_03,sipakmed_2202,im_Metaplastic/CROPPED/198_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_60,im_Dyskeratotic/CROPPED/009_07.bmp,3,train,1003
sipakmed,split_03,sipakmed_1141,im_Koilocytotic/CROPPED/097_10.bmp,2,train,1003
sipakmed,split_03,sipakmed_1203,im_Koilocytotic/CROPPED/105_18.bmp,2,train,1003
sipakmed,split_03,sipakmed_1366,im_Koilocytotic/CROPPED/128_03.bmp,2,train,1003
sipakmed,split_03,sipakmed_3698,im_Superficial-Intermediate/CROPPED/070_01.bmp,1,train,1003
sipakmed,split_03,sipakmed_3431,im_Superficial-Intermediate/CROPPED/028_05.bmp,1,train,1003
sipakmed,split_03,sipakmed_2717,im_Parabasal/CROPPED/042_04.bmp,0,train,1003
sipakmed,split_03,sipakmed_3416,im_Superficial-Intermediate/CROPPED/026_02.bmp,1,train,1003
sipakmed,split_03,sipakmed_1653,im_Metaplastic/CROPPED/002_03.bmp,4,train,1003
sipakmed,split_03,sipakmed_2562,im_Parabasal/CROPPED/016_08.bmp,0,train,1003
sipakmed,split_03,sipakmed_1595,im_Koilocytotic/CROPPED/211_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_1337,im_Koilocytotic/CROPPED/123_02.bmp,2,train,1003
sipakmed,split_03,sipakmed_2361,im_Metaplastic/CROPPED/253_04.bmp,4,train,1003
sipakmed,split_03,sipakmed_1894,im_Metaplastic/CROPPED/081_02.bmp,4,train,1003
sipakmed,split_03,sipakmed_396,im_Dyskeratotic/CROPPED/097_03.bmp,3,train,1003
sipakmed,split_03,sipakmed_2769,im_Parabasal/CROPPED/048_07.bmp,0,train,1003
sipakmed,split_03,sipakmed_1496,im_Koilocytotic/CROPPED/154_05.bmp,2,train,1003
sipakmed,split_03,sipakmed_3537,im_Superficial-Intermediate/CROPPED/046_10.bmp,1,train,1003
sipakmed,split_03,sipakmed_2595,im_Parabasal/CROPPED/021_05.bmp,0,train,1003
sipakmed,split_03,sipakmed_2653,im_Parabasal/CROPPED/030_03.bmp,0,train,1003
sipakmed,split_03,sipakmed_886,im_Koilocytotic/CROPPED/026_05.bmp,2,train,1003
sipakmed,split_03,sipakmed_2682,im_Parabasal/CROPPED/034_07.bmp,0,train,1003
sipakmed,split_03,sipakmed_1981,im_Metaplastic/CROPPED/102_03.bmp,4,train,1003
sipakmed,split_03,sipakmed_3095,im_Parabasal/CROPPED/095_04.bmp,0,train,1003
sipakmed,split_03,sipakmed_114,im_Dyskeratotic/CROPPED/019_06.bmp,3,train,1003
sipakmed,split_03,sipakmed_386,im_Dyskeratotic/CROPPED/093_02.bmp,3,train,1003
sipakmed,split_03,sipakmed_1031,im_Koilocytotic/CROPPED/084_06.bmp,2,train,1003
sipakmed,split_03,sipakmed_2073,im_Metaplastic/CROPPED/144_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_3624,im_Superficial-Intermediate/CROPPED/060_07.bmp,1,train,1003
sipakmed,split_03,sipakmed_406,im_Dyskeratotic/CROPPED/100_04.bmp,3,train,1003
sipakmed,split_03,sipakmed_1560,im_Koilocytotic/CROPPED/183_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_410,im_Dyskeratotic/CROPPED/100_08.bmp,3,train,1003
sipakmed,split_03,sipakmed_1535,im_Koilocytotic/CROPPED/165_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_149,im_Dyskeratotic/CROPPED/027_04.bmp,3,train,1003
sipakmed,split_03,sipakmed_1862,im_Metaplastic/CROPPED/074_07.bmp,4,train,1003
sipakmed,split_03,sipakmed_2745,im_Parabasal/CROPPED/045_04.bmp,0,train,1003
sipakmed,split_03,sipakmed_346,im_Dyskeratotic/CROPPED/074_02.bmp,3,train,1003
sipakmed,split_03,sipakmed_1731,im_Metaplastic/CROPPED/025_03.bmp,4,train,1003
sipakmed,split_03,sipakmed_2324,im_Metaplastic/CROPPED/238_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_3187,im_Parabasal/CROPPED/102_07.bmp,0,train,1003
sipakmed,split_03,sipakmed_3719,im_Superficial-Intermediate/CROPPED/073_05.bmp,1,train,1003
sipakmed,split_03,sipakmed_2821,im_Parabasal/CROPPED/055_01.bmp,0,train,1003
sipakmed,split_03,sipakmed_3492,im_Superficial-Intermediate/CROPPED/038_01.bmp,1,train,1003
sipakmed,split_03,sipakmed_761,im_Dyskeratotic/CROPPED/212_01.bmp,3,train,1003
sipakmed,split_03,sipakmed_3820,im_Superficial-Intermediate/CROPPED/095_04.bmp,1,train,1003
sipakmed,split_03,sipakmed_741,im_Dyskeratotic/CROPPED/204_02.bmp,3,train,1003
sipakmed,split_03,sipakmed_1811,im_Metaplastic/CROPPED/067_04.bmp,4,train,1003
sipakmed,split_03,sipakmed_1824,im_Metaplastic/CROPPED/069_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_3593,im_Superficial-Intermediate/CROPPED/057_01.bmp,1,train,1003
sipakmed,split_03,sipakmed_3378,im_Superficial-Intermediate/CROPPED/020_08.bmp,1,train,1003
sipakmed,split_03,sipakmed_2385,im_Metaplastic/CROPPED/261_02.bmp,4,train,1003
sipakmed,split_03,sipakmed_3172,im_Parabasal/CROPPED/100_15.bmp,0,train,1003
sipakmed,split_03,sipakmed_2191,im_Metaplastic/CROPPED/193_06.bmp,4,train,1003
sipakmed,split_03,sipakmed_1276,im_Koilocytotic/CROPPED/114_14.bmp,2,train,1003
sipakmed,split_03,sipakmed_1868,im_Metaplastic/CROPPED/076_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_390,im_Dyskeratotic/CROPPED/094_02.bmp,3,train,1003
sipakmed,split_03,sipakmed_1539,im_Koilocytotic/CROPPED/169_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_3533,im_Superficial-Intermediate/CROPPED/046_06.bmp,1,train,1003
sipakmed,split_03,sipakmed_3268,im_Superficial-Intermediate/CROPPED/007_12.bmp,1,train,1003
sipakmed,split_03,sipakmed_1608,im_Koilocytotic/CROPPED/220_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_597,im_Dyskeratotic/CROPPED/147_04.bmp,3,train,1003
sipakmed,split_03,sipakmed_775,im_Dyskeratotic/CROPPED/217_01.bmp,3,train,1003
sipakmed,split_03,sipakmed_2941,im_Parabasal/CROPPED/070_14.bmp,0,train,1003
sipakmed,split_03,sipakmed_3051,im_Parabasal/CROPPED/090_01.bmp,0,train,1003
sipakmed,split_03,sipakmed_3201,im_Parabasal/CROPPED/105_01.bmp,0,train,1003
sipakmed,split_03,sipakmed_3959,im_Superficial-Intermediate/CROPPED/114_04.bmp,1,train,1003
sipakmed,split_03,sipakmed_3063,im_Parabasal/CROPPED/093_06.bmp,0,train,1003
sipakmed,split_03,sipakmed_535,im_Dyskeratotic/CROPPED/127_02.bmp,3,train,1003
sipakmed,split_03,sipakmed_3472,im_Superficial-Intermediate/CROPPED/034_03.bmp,1,train,1003
sipakmed,split_03,sipakmed_3792,im_Superficial-Intermediate/CROPPED/087_01.bmp,1,train,1003
sipakmed,split_03,sipakmed_273,im_Dyskeratotic/CROPPED/066_01.bmp,3,train,1003
sipakmed,split_03,sipakmed_2146,im_Metaplastic/CROPPED/171_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_26,im_Dyskeratotic/CROPPED/003_12.bmp,3,train,1003
sipakmed,split_03,sipakmed_1695,im_Metaplastic/CROPPED/015_03.bmp,4,train,1003
sipakmed,split_03,sipakmed_2549,im_Parabasal/CROPPED/015_01.bmp,0,train,1003
sipakmed,split_03,sipakmed_3291,im_Superficial-Intermediate/CROPPED/009_10.bmp,1,train,1003
sipakmed,split_03,sipakmed_2352,im_Metaplastic/CROPPED/250_02.bmp,4,train,1003
sipakmed,split_03,sipakmed_3309,im_Superficial-Intermediate/CROPPED/012_04.bmp,1,train,1003
sipakmed,split_03,sipakmed_1520,im_Koilocytotic/CROPPED/161_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_1599,im_Koilocytotic/CROPPED/214_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_1002,im_Koilocytotic/CROPPED/077_02.bmp,2,train,1003
sipakmed,split_03,sipakmed_1508,im_Koilocytotic/CROPPED/157_05.bmp,2,train,1003
sipakmed,split_03,sipakmed_3222,im_Superficial-Intermediate/CROPPED/001_05.bmp,1,train,1003
sipakmed,split_03,sipakmed_2105,im_Metaplastic/CROPPED/153_02.bmp,4,train,1003
sipakmed,split_03,sipakmed_2171,im_Metaplastic/CROPPED/185_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_3276,im_Superficial-Intermediate/CROPPED/008_04.bmp,1,train,1003
sipakmed,split_03,sipakmed_2672,im_Parabasal/CROPPED/032_09.bmp,0,train,1003
sipakmed,split_03,sipakmed_2041,im_Metaplastic/CROPPED/134_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_1980,im_Metaplastic/CROPPED/102_02.bmp,4,train,1003
sipakmed,split_03,sipakmed_609,im_Dyskeratotic/CROPPED/156_01.bmp,3,train,1003
sipakmed,split_03,sipakmed_1304,im_Koilocytotic/CROPPED/120_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_1855,im_Metaplastic/CROPPED/073_07.bmp,4,train,1003
sipakmed,split_03,sipakmed_2887,im_Parabasal/CROPPED/064_04.bmp,0,train,1003
sipakmed,split_03,sipakmed_499,im_Dyskeratotic/CROPPED/114_13.bmp,3,train,1003
sipakmed,split_03,sipakmed_3612,im_Superficial-Intermediate/CROPPED/059_02.bmp,1,train,1003
sipakmed,split_03,sipakmed_1579,im_Koilocytotic/CROPPED/197_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_901,im_Koilocytotic/CROPPED/032_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_277,im_Dyskeratotic/CROPPED/066_05.bmp,3,train,1003
sipakmed,split_03,sipakmed_2867,im_Parabasal/CROPPED/062_01.bmp,0,train,1003
sipakmed,split_03,sipakmed_1664,im_Metaplastic/CROPPED/002_14.bmp,4,train,1003
sipakmed,split_03,sipakmed_2959,im_Parabasal/CROPPED/073_02.bmp,0,train,1003
sipakmed,split_03,sipakmed_2778,im_Parabasal/CROPPED/049_07.bmp,0,train,1003
sipakmed,split_03,sipakmed_1796,im_Metaplastic/CROPPED/059_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_2465,im_Parabasal/CROPPED/004_05.bmp,0,train,1003
sipakmed,split_03,sipakmed_867,im_Koilocytotic/CROPPED/021_02.bmp,2,train,1003
sipakmed,split_03,sipakmed_827,im_Koilocytotic/CROPPED/011_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_1287,im_Koilocytotic/CROPPED/117_07.bmp,2,train,1003
sipakmed,split_03,sipakmed_198,im_Dyskeratotic/CROPPED/039_03.bmp,3,train,1003
sipakmed,split_03,sipakmed_1163,im_Koilocytotic/CROPPED/100_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_2083,im_Metaplastic/CROPPED/147_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_2168,im_Metaplastic/CROPPED/184_02.bmp,4,train,1003
sipakmed,split_03,sipakmed_2467,im_Parabasal/CROPPED/004_07.bmp,0,train,1003
sipakmed,split_03,sipakmed_799,im_Dyskeratotic/CROPPED/220_05.bmp,3,train,1003
sipakmed,split_03,sipakmed_150,im_Dyskeratotic/CROPPED/028_01.bmp,3,train,1003
sipakmed,split_03,sipakmed_2874,im_Parabasal/CROPPED/062_08.bmp,0,train,1003
sipakmed,split_03,sipakmed_3318,im_Superficial-Intermediate/CROPPED/014_03.bmp,1,train,1003
sipakmed,split_03,sipakmed_2224,im_Metaplastic/CROPPED/202_05.bmp,4,train,1003
sipakmed,split_03,sipakmed_3669,im_Superficial-Intermediate/CROPPED/067_01.bmp,1,train,1003
sipakmed,split_03,sipakmed_4030,im_Superficial-Intermediate/CROPPED/124_02.bmp,1,train,1003
sipakmed,split_03,sipakmed_3854,im_Superficial-Intermediate/CROPPED/099_01.bmp,1,train,1003
sipakmed,split_03,sipakmed_2173,im_Metaplastic/CROPPED/185_03.bmp,4,train,1003
sipakmed,split_03,sipakmed_2554,im_Parabasal/CROPPED/015_06.bmp,0,train,1003
sipakmed,split_03,sipakmed_599,im_Dyskeratotic/CROPPED/149_01.bmp,3,train,1003
sipakmed,split_03,sipakmed_1615,im_Koilocytotic/CROPPED/223_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_415,im_Dyskeratotic/CROPPED/101_05.bmp,3,train,1003
sipakmed,split_03,sipakmed_2104,im_Metaplastic/CROPPED/153_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_332,im_Dyskeratotic/CROPPED/072_08.bmp,3,train,1003
sipakmed,split_03,sipakmed_2271,im_Metaplastic/CROPPED/217_05.bmp,4,train,1003
sipakmed,split_03,sipakmed_3487,im_Superficial-Intermediate/CROPPED/037_01.bmp,1,train,1003
sipakmed,split_03,sipakmed_2701,im_Parabasal/CROPPED/038_05.bmp,0,train,1003
sipakmed,split_03,sipakmed_1500,im_Koilocytotic/CROPPED/156_01.bmp,2,train,1003
sipakmed,split_03,sipakmed_1998,im_Metaplastic/CROPPED/113_01.bmp,4,train,1003
sipakmed,split_03,sipakmed_3750,im_Superficial-Intermediate/CROPPED/080_05.bmp,1,train,1003
sipakmed,split_03,sipakmed_1963,im_Metaplastic/CROPPED/097_02.bmp,4,train,1003
sipakmed,split_03,sipakmed_923,im_Koilocytotic/CROPPED/042_02.bmp,2,train,1003
sipakmed,split_03,sipakmed_2496,im_Parabasal/CROPPED/008_08.bmp,0,train,1003
sipakmed,split_03,sipakmed_2826,im_Parabasal/CROPPED/055_06.bmp,0,train,1003
sipakmed,split_03,sipakmed_1153,im_Koilocytotic/CROPPED/099_06.bmp,2,train,1003
sipakmed,split_03,sipakmed_2286,im_Metaplastic/CROPPED/221_03.bmp,4,train,1003
